screening_row_id,source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,abstract,abstract_source_url,abstract_retrieval_status,deduplication_review_group,removed_source_record_ids,notes,assigned_reviewer,kll_title_abstract_decision,kll_exclusion_reason,kll_notes,kss_title_abstract_decision,kss_exclusion_reason,kss_notes,final_title_abstract_decision,final_exclusion_reason
TA028,GS039,40,Heterogeneous network intrusion detection via domain adaptation in IoT environment,"J Zhang, Y Li, L Zhang",2025,10.1002/itl2.531,https://onlinelibrary.wiley.com/doi/abs/10.1002/itl2.531,journal-article,Internet Technology Letters,"Abstract Network intrusion detection refers to detect the threaten behaviors in the network to guarantee the network security. Compared with computer network, Internet of Things (IoT) consists of various devices, including computer, smart phone, smart watch, various sensors etc. The data in IoT may be captured from heterogeneous scenes using various devices. The data may follow from different distributions. Most previous works may fail when they are used in heterogeneous scenes of IoT. In order to overcome this issue, this paper designs a heterogeneous network intrusion detection scheme using attention sharing mechanism to implement domain adaptation for the intrusion detection of the data with heterogeneous distributions. The data from heterogeneous IoT devices is projected into the same sharing space via attention sharing to alleviate the bias between the distributions of data from these devices. Thus, the intrusion detection model learnt from the data from a scene can be migrated to another scene. The experiments and simulation demonstrate that the proposed intrusion detection scheme can adapt the changes of IoT scene.",https://api.crossref.org/works/10.1002%2Fitl2.531,retrieved_crossref_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA029,IX007,7,Innovative Defense: Deep Learning-Powered Intrusion Detection for IoT Networks,Adel Binbusayyis,2025,10.1109/access.2025.3542275,https://ieeexplore.ieee.org/document/10887228,journal-article,IEEE Access,"Security is considered as one of the primary characteristics in technical setup, as rise of IoT devices can be prone to various challenges, thus is extremely important to detect the attacks in order to prevent horrendous consequences, hence IDS (Intrusion Detection System) is utilized. Typically, different tactics are used for identification of attacks, however, manual approaches are considered to be time consuming and prone to error. Thus, AI based approaches are utilized for effective detection of attacks, however, prevailing works often lack in terms of accuracy and primarily focuses on binary classification of attacks. Hence, in order to overcome these pitfalls proposed framework utilizes proposed UN (Unify Net) and proposed NSSN (Neutro Sequential Sense Net) functions. Proposed UN model enhances the spatial features learning the property of LSTM model which amplifies the efficacy of the classifiers for intrusion detection. After employing proposed UN, proposed NSSN is primarily used for handling the issues associated to ambiguity information in intrusion data by extracting various deep features and helps in improving the performance and precision of model for multiclass classification and aids in preventing overfitting of the model. Dataset used in the model is IoT device network logs dataset, where five attacks and non-attack is specified. Eventually, the performance of the proposed mechanism is gauged by means of evaluation metrics. Besides, comparative analysis is carried out to compare the performance of the model and its ability to identify multiple attacks present in IoT network.",https://openalex.org/W4407575128,retrieved_openalex_metadata,,,"The record proposes or compares a NIDS model on benchmark data, but the title and abstract do not report cross-dataset or domain-shift evaluation, a defined open-set or unseen-attack protocol, calibration or uncertainty assessment, or a concrete deployment-adaptation test.",KLL,exclude_at_title_abstract,no_deployment_relevance,KLL confirmed the advisory recommendation.,not_assigned,,,exclude_at_title_abstract,no_deployment_relevance
TA030,CR037,,Enhancing trustworthiness in ML-based network intrusion detection with uncertainty quantification,"Talpini, Jacopo and Sartori, Fabio and Savi, Marco",2024,10.1007/s40860-024-00238-8,https://doi.org/10.1007/s40860-024-00238-8,journal-article,Journal of Reliable Intelligent Environments,"A crucial role in the security of modern networks is played by Intrusion Detection Systems (IDSs), security devices designed to identify and mitigate attacks to networks structure. Data-driven approaches based on Machine Learning (ML) have gained more and more popularity for executing the classification tasks required by signature-based IDSs. However, typical ML models adopted for this purpose do not properly take into account the uncertainty associated with their prediction. This poses significant challenges, as they tend to produce misleadingly high classification scores for both misclassified inputs and inputs belonging to unknown classes (e.g. novel attacks), limiting the trustworthiness of existing ML-based solutions. In this paper, we argue that ML-based IDSs should always provide accurate uncertainty quantification to avoid overconfident predictions. In fact, an uncertainty-aware classification would be beneficial to enhance closed-set classification performance, would make it possible to carry out Active Learning, and would help recognize inputs of unknown classes as truly unknowns, unlocking open-set classification capabilities and Out-of-Distribution (OoD) detection. To verify it, we compare various ML-based methods for uncertainty quantification and open-set classification, either specifically designed for or tailored to the domain of network intrusion detection. Moreover, we develop a custom model based on Bayesian Neural Networks that stands out for its OoD detection capabilities and robustness, with a lower variance in the results over different scenarios, compared to other baselines, thus showing how proper uncertainty quantification can be exploited to significantly enhance the trustworthiness of ML-based IDSs.",local:paper_text/R2.txt,retrieved_local_full_text_explicit_abstract_marker,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA031,GS026,27,A multi-agent adaptive deep learning framework for online intrusion detection,"M Soltani, K Khajavi, M Jafari Siavoshani, AH Jahangir",2024,10.1186/s42400-023-00199-0,https://link.springer.com/article/10.1186/s42400-023-00199-0,journal-article,Cybersecurity,"Abstract The network security analyzers use intrusion detection systems (IDSes) to distinguish malicious traffic from benign ones. The deep learning-based (DL-based) IDSes are proposed to auto-extract high-level features and eliminate the time-consuming and costly signature extraction process. However, this new generation of IDSes still needs to overcome a number of challenges to be employed in practical environments. One of the main issues of an applicable IDS is facing traffic concept drift, which manifests itself as new (i.e. , zero-day) attacks, in addition to the changing behavior of benign users/applications. Furthermore, a practical DL-based IDS needs to be conformed to a distributed (i.e. , multi-sensor) architecture in order to yield more accurate detections, create a collective attack knowledge based on the observations of different sensors, and also handle big data challenges for supporting high throughput networks. This paper proposes a novel multi-agent network intrusion detection framework to address the above shortcomings, considering a more practical scenario (i.e., online adaptable IDSes). This framework employs continual deep anomaly detectors for adapting each agent to the changing attack/benign patterns in its local traffic. In addition, a federated learning approach is proposed for sharing and exchanging local knowledge between different agents. Furthermore, the proposed framework implements sequential packet labeling for each flow, which provides an attack probability score for the flow by gradually observing each flow packet and updating its estimation. We evaluate the proposed framework by employing different deep models (including CNN-based and LSTM-based) over the CIC-IDS2017 and CSE-CIC-IDS2018 datasets. Through extensive evaluations and experiments, we show that the proposed distributed framework is well adapted to the traffic concept drift. More precisely, our results indicate that the CNN-based models are well suited for continually adapting to the traffic concept drift (i.e. , achieving an average detection rate of above 95% while needing just 128 new flows for the updating phase), and the LSTM-based models are a good candidate for sequential packet labeling in practical online IDSes (i.e. , detecting intrusions by just observing their first 15 packets).",https://api.crossref.org/works/10.1186%2Fs42400-023-00199-0,retrieved_crossref_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA032,CR011,12,Application of Transfer Learning in Multi-Domain Hybrid Cybersecurity Solutions,Shobana D,2025,10.71443/9788197933608-15,https://doi.org/10.71443/9788197933608-15,book-chapter,"Hybrid Machine Learning Techniques for Data Encryption, Anomaly Detection, and Zero-Day Attack Prevention","The increasing sophistication and frequency of cyber-attacks necessitate advanced solutions for cybersecurity that can adapt to new and evolving threats across multiple domains. Transfer learning, a machine learning technique that leverages knowledge from one domain to enhance learning in another, holds significant promise in improving the effectiveness of multi-domain cybersecurity systems. This chapter explores the application of transfer learning in the context of cybersecurity, with a specific focus on its role in addressing domain adaptation challenges, detecting emerging threats, and improving the robustness of security systems across diverse environments. Key methodologies, such as semi-supervised and unsupervised transfer learning, are discussed, along with their practical applications in real-world cybersecurity scenarios. The chapter examines the use of clustering techniques to enhance knowledge transfer, allowing for better detection and classification of novel attack patterns in previously unseen domains. Its potential, the integration of transfer learning into cybersecurity is accompanied by challenges, particularly with regard to privacy, security concerns, and the adaptation of models to dynamic threat landscapes. This chapter provides insights into these challenges, offering potential solutions for overcoming them and optimizing the use of transfer learning in cybersecurity. The findings presented aim to bridge existing gaps in research, promoting the development of adaptive, efficient, and secure cybersecurity systems capable of responding to the evolving threat landscape.",https://api.crossref.org/works/10.71443%2F9788197933608-15,retrieved_crossref_metadata,,,"The title and abstract concern broader cybersecurity, wireless communications, encryption, malware, or fault diagnosis rather than an eligible deep-learning network intrusion or network-anomaly study.",KSS,not_assigned,,,exclude_at_title_abstract,outside_nids,KSS confirmed the advisory recommendation.,exclude_at_title_abstract,outside_nids
TA033,GS044,45,ADAP-GNN: Adaptive property-aware graph neural network for intrusion detection in IoT networks,"M Termos, Z Ghalmane, A Fadlallah, A Jaber…",2026,10.1016/j.compeleceng.2026.111051,https://www.sciencedirect.com/science/article/pii/S0045790626001230,journal-article,Computers and…,"New and sophisticated attacks are threatening Internet of Things (IoT) networks, compromising the security and trustworthiness of devices. Consequently, Network Intrusion Detection Systems (NIDS) have become critical for protecting these networks, and AI-based NIDS have emerged as a promising solution. A relatively new subfield of deep learning, Graph Neural Networks (GNNs), has further advanced this field by capturing the complex relational patterns in network data. Architectures like GraphSAGE, which employs neighborhood sampling at the node level, and Graph Attention Networks (GAT), which use an attention mechanism to emphasize important nodes, have demonstrated impressive performance across various applications. However, these architectures have not yet been fully explored in the context of NIDS. Additionally, no single GNN architecture is universally optimal across all networks, as their performance depends on the specific graph properties of the network. To address these challenges, a novel framework is proposed encompassing two main aspects: (i) adaptation of the GNN architectures for Intrusion Detection in IoT networks, (ii) dynamic selection of the most suitable GNN configuration based on graph properties of the IoT network using the so-called “Adaptive Property-Aware Graph Neural Network (ADAP-GNN)”. This method can deploy neighbor sampling safely in datasets with a large fraction of malicious nodes, as the risk of missing information about rare attacks is low. Also, attention mechanism proves advantageous in networks with high centrality entropy. Experimental results demonstrate the importance of property-aware model selection for developing robust GNN-based NIDS, highlighting the adaptability and effectiveness of the proposed approach compared to existing methods.",https://www.sciencedirect.com/science/article/abs/pii/S0045790626001230,retrieved_source_page,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA034,GS048,49,Evaluation of Anomaly-based Network Intrusion Detection Systems with Unclean Training Data for Low-rate Attack Detection,"AO Prabowo, DJ Arrizki, BA Pratomo, AI Fajar…",2026,10.3390/jcp6010014,https://www.mdpi.com/2624-800X/6/1/14,journal-article,…of Cybersecurity and…,"Anomaly-based network intrusion detection systems (NIDSs) complement signature-based detection methods to identify unknown (zero-day) attacks. The integration of machine and deep learning enhanced the efficiency of such NIDSs. However, since anomaly-based NIDSs heavily depend on the quality of the training data, the presence of malicious traffic in the training set can significantly degrade the model’s performance. Purging the training data of such traffic is often impractical. This study investigates performance degradation caused by increasing amounts of malicious traffic in the training data. We introduced varying portions of malicious traffic into the training sets of machine and deep learning models to determine which approach is most resilient to unclean training data. Our experiments revealed that Autoencoders, using a byte frequency feature set, achieved the highest F2 score (0.8989), with only a minor decrease of 0.0009 when trained on the most contaminated dataset. This performance drop was the smallest compared to other algorithms tested, including an Isolation Forest, a Local Outlier Factor, a One-Class Support Vector Machine, and Long Short-Term Memory.",https://api.crossref.org/works/10.3390%2Fjcp6010014,retrieved_crossref_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA035,GS090,92,Network intrusion detection and mitigation in SDN using deep learning models,"M Maddu, YN Rao",2024,10.1007/s10207-023-00771-2,https://link.springer.com/article/10.1007/s10207-023-00771-2,journal-article,International Journal of Information Security,"Software-Defined Networking (SDN) is a contemporary network strategy utilized instead of a traditional network structure. It provides significantly more administrative efficiency and ease than traditional networks. However, the centralized control used in SDN entails an elevated risk of single-point failure that is more susceptible to different kinds of network assaults like Distributed Denial of Service (DDoS), DoS, spoofing, and API exploitation which are very complex to identify and mitigate. Thus, a powerful intrusion detection system (IDS) based on deep learning is created in this study for the detection and mitigation of network intrusions. This system contains several stages and begins with the data augmentation method named Deep Convolutional Generative Adversarial Networks (DCGAN) to over the data imbalance problem. Then, the features are extracted from the input data using a CenterNet-based approach. After extracting effective characteristics, ResNet152V2 with Slime Mold Algorithm (SMA) based deep learning is implemented to categorize the assaults in InSDN and Edge IIoT datasets. Once the network intrusion is detected, the proposed defense module is activated to restore regular network connectivity quickly. Finally, several experiments are carried out to validate the algorithm's robustness, and the outcomes reveal that the proposed system can successfully detect and mitigate network intrusions.",https://link.springer.com/article/10.1007/s10207-023-00771-2?error=cookies_not_supported&code=35ab44f2-7217-4b1b-8ca5-4f6e9c0a5ffe,retrieved_source_webpage_metadata,,,"The record proposes or compares a NIDS model on benchmark data, but the title and abstract do not report cross-dataset or domain-shift evaluation, a defined open-set or unseen-attack protocol, calibration or uncertainty assessment, or a concrete deployment-adaptation test.",KLL,exclude_at_title_abstract,no_deployment_relevance,KLL confirmed the advisory recommendation.,not_assigned,,,exclude_at_title_abstract,no_deployment_relevance
TA036,GS098,100,Constraining adversarial attacks on network intrusion detection systems: transferability and defense analysis,"N Alhussien, A Aleroud, A Melhem…",2024,,https://ieeexplore.ieee.org/abstract/document/10411959/,journal-article,IEEE Transactions on…,"Adversarial attacks have been extensively studied in the domain of deep image classification, but their impacts on other domains such as Machine and Deep Learning-based Network Intrusion Detection Systems (NIDSs) have received limited attention. While adversarial attacks on images are generally more straightforward due to fewer constraints in the input domain, generating adversarial examples in the network domain poses greater challenges due to the diverse types of network traffic and the need to maintain its validity. Prior research has introduced constraints to generate adversarial examples against NIDSs, but their effectiveness across different attack settings, including transferability, targetability, defenses, and the overall attack success have not been thoroughly examined. In this paper, we proposed a novel set of domain constraints for network traffic that preserve the statistical and semantic relationships between traffic features while ensuring the validity of the perturbed adversarial traffic. Our constraints are categorized into four types: feature mutability constraints, feature value constraints, feature dependency constraints and distribution preserving constraints. We evaluated the impacts of these constraints on white box and black box attacks using two intrusion detection datasets. Our results demonstrated that the introduced constraints have a significant impact on the success of white box attacks. Our research revealed that transferability of adversarial examples depends on the similarity between the targeted models and the models to which the examples are transferred, regardless of the attack type or the presence of constraints. We also observed that adversarial training enhanced the robustness of the majority of machine learning and deep learning-based NIDSs against unconstrained attacks, while providing some resilience against constrained attacks. In practice, this suggests the potential use of pre-existing signatures of constrained attacks to combat new variations or zero-day adversarial attacks in real-world NIDSs.",https://openalex.org/W4391097056,retrieved_openalex_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA037,SD017,,A novel open set Energy-based Flow Classifier for Network Intrusion Detection,"Souza, Manuela M.C. and Pontes, Camila T. and Gondim, João J.C. and Garcia, Luís P.F. and DaSilva, Luiz and Cavalcante, Eduardo F.M. and Marotta, Marcelo A.",2025,10.1016/j.cose.2025.104569,https://doi.org/10.1016/j.cose.2025.104569,journal-article,Computers & Security,"Several machine learning-based Network Intrusion Detection Systems (NIDS) have been proposed in recent years. Still, most of them were developed and evaluated under the assumption that the training context is similar to the test context. This assumption is false in real networks, given the emergence of new attacks and variants of known attacks. To deal with this reality, the open set recognition field, which is the most general task of recognizing classes not seen during training in any domain, began to gain importance in machine learning based NIDS research. Yet, existing solutions are often bound to high temporal complexities and performance bottlenecks. In this work, we propose an algorithm to be used in NIDS that performs open set recognition. Our proposal is an adaptation of the single-class Energy-based Flow Classifier (EFC), which proved to be an algorithm with strong generalization capability and low computational cost. The new version of EFC correctly classifies not only known attacks, but also unknown ones, and differs from other proposals from the literature by presenting a single layer with low temporal complexity. Our proposal was evaluated against well-established multi-class algorithms and as an open set classifier. It proved to be an accurate classifier in both evaluations, similar to the state of the art. As a conclusion of our work, we consider EFC a promising algorithm to be used in NIDS for its high performance and applicability in real networks.",local:paper_text/R6.txt,retrieved_local_full_text_explicit_abstract_marker,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA038,GS009,9,"Deep Learning for Contextualized NetFlow-Based Network Intrusion Detection : Methods, Data, Evaluation and Deployment","AE Mahdaouy, IA Yahia, S Oualil, I Berrada",2026,10.48550/arXiv.2602.05594,https://arxiv.org/abs/2602.05594,posted-content,arXiv preprint arXiv …,"Network Intrusion Detection Systems (NIDS) have progressively shifted from signature-based techniques toward machine learning and, more recently, deep learning methods. Meanwhile, the widespread adoption of encryption has reduced payload visibility, weakening inspection pipelines that depend on plaintext content and increasing reliance on flow-level telemetry such as NetFlow and IPFIX. Many current learning-based detectors still frame intrusion detection as per-flow classification, implicitly treating each flow record as an independent sample. This assumption is often violated in realistic attack campaigns, where evidence is distributed across multiple flows and hosts, spanning minutes to days through staged execution, beaconing, lateral movement, and exfiltration. This paper synthesizes recent research on context-aware deep learning for flow-based intrusion detection. We organize existing methods into a four-dimensional taxonomy covering temporal context, graph or relational context, multimodal context, and multi-resolution context. Beyond modeling, we emphasize rigorous evaluation and operational realism. We review common failure modes that can inflate reported results, including temporal leakage, data splitting, dataset design flaws, limited dataset diversity, and weak cross-dataset generalization. We also analyze practical constraints that shape deployability, such as streaming state management, memory growth, latency budgets, and model compression choices. Overall, the literature suggests that context can meaningfully improve detection when attacks induce measurable temporal or relational structure, but the magnitude and reliability of these gains depend strongly on rigorous, causal evaluation and on datasets that capture realistic diversity.",https://openalex.org/W7128038698,retrieved_openalex_metadata,DRG012,GS023,"The retrieved record is a preprint, SSRN item, repository work, or other record without a verified final peer-reviewed publication.",KSS,not_assigned,,,exclude_at_title_abstract,not_final_peer_reviewed_publication,KSS confirmed the advisory recommendation.,exclude_at_title_abstract,not_final_peer_reviewed_publication
TA039,GS065,66,Explainable AI Meets Synthetic Data: A Deep Learning Framework for Detecting Network Intrusion in NextG Network Infrastructure,"MJ Hossain, K Alam, MF Monir, MM Hoque…",2025,,https://ieeexplore.ieee.org/abstract/document/11069291/,journal-article,IEEE…,"In today’s digitally driven world, network security has become a top accountability as cyberattacks become more sophisticated, especially within emerging NextG network infrastructures. Advanced threats, including as zero-day exploits, polymorphic malware, and large-scale distributed denial-of-service (DDoS) attacks, have surpassed traditional Network Intrusion Detection Systems (NIDS), which frequently use out-of-date signature-based methodologies. These conventional methods not only struggle to detect unknown attack patterns but are also hindered by the issue of imbalanced datasets, where minority attack classes are underrepresented and frequently overlooked. To address these challenges, we proposes an innovative NIDS framework tailored for NextG networks that combines Generative Adversarial Networks (GANs) with Convolutional Neural Networks (CNNs) and Long Short-Term Memory (LSTM) models. The framework utilizes GANs to generate synthetic samples for minority classes, ensuring a balanced dataset and enhancing the detection of underrepresented attack types. The CNN and LSTM models, applied independently, leverage their respective strengths to extract spatial and temporal features from network traffic, achieving robust classification accuracy. Furthermore, we integrate Local Interpretable Model-Agnostic Explanations (LIME) to make model predictions transparent, increasing trust and usability for practical deployment. Our framework is evaluated on the NF-CSE-CIC-IDS2018 dataset and achieves outstanding results. The LSTM model attains a detection accuracy of 99.67%, while CNN achieves 97.45%. On this GitHub Repository, the entire data analysis and prediction method is available for use by anyone. Here, both models perform exceptionally well in detecting minority attack classes, with the LSTM showing superior consistency across all metrics. This framework’s high accuracy, explainability, and adaptability make it a critical tool for securing dynamic and high-speed NextG networks against evolving cyber threats.",https://openalex.org/W4411995923,retrieved_openalex_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA040,SD010,10,Deep Q-learning intrusion detection system (DQ-IDS): A novel reinforcement learning approach for adaptive and self-learning cybersecurity,Md. Alamgir Hossain,2025,10.1016/j.icte.2025.05.007,https://www.sciencedirect.com/science/article/pii/S2405959525000694,journal-article,ICT Express,"With the increasing sophistication of cyber threats, traditional Intrusion Detection Systems (IDS) often fail to adapt to evolving attack patterns, leading to high false positive rates and inadequate detection of zero-day attacks. This study proposes the Deep Q-Learning Intrusion Detection System (DQ-IDS), a novel reinforcement learning (RL)-based approach designed to dynamically learn network attack behaviors and continuously enhance detection performance. Unlike conventional machine learning (ML) and deep learning (DL)-based IDS models that depend on static, pre-trained classifiers, DQ-IDS employs Deep Q-Networks (DQN) with experience replay and adaptive ε-greedy exploration to autonomously classify benign and malicious network traffic. The integration of experience replay mitigates catastrophic forgetting, while adaptive exploration ensures an optimal trade-off between learning efficiency and threat detection. A reward-driven training mechanism reinforces correct classifications and penalizes errors, thereby reducing both false positive and false negative rates. Extensive empirical evaluations on real-world network datasets demonstrate that DQ-IDS achieves a detection accuracy of 97.18%, significantly outperforming conventional IDS solutions in both attack detection and computational efficiency. This work introduces a paradigm shift toward adaptive, self-learning cybersecurity systems capable of real-time, robust threat mitigation in dynamic network environments.",https://openalex.org/W4410472841,retrieved_openalex_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA041,GS047,48,A Two-Stage Deep Learning Framework Based on Device Address Features for Network Intrusion Detection,"Y Fan, Y Ma, X Liu, J Ma",2025,10.1007/978-3-031-94898-5_45,https://link.springer.com/chapter/10.1007/978-3-031-94898-5_45,book-chapter,International Conference on Machine Learning…,"The current deep learning methods for intrusion detection primarily employ graph neural networks (GNNs), but they face two major issues. First, they rarely account for differences between devices in network communication, treating all devices equally. Second, the same detection model is used across different detection stages, without adapting models to distinct data characteristics at each stage. To address these issues, this paper proposes a novel Network Intrusion Detection System(NIDS) framework featuring a two-stage neural network framework based on device network address characteristics. The first layer model, Add-EGraphSAGE, is based on a graph neural network and aims to detect anomalous network traffic. The second layer model, Add-MLPMixer, leverages a multi-layer perceptron to classify specific attack types within the detected anomalous traffic. We conduct extensive experimental evaluations on three authoritative NIDS benchmark datasets: UNSW-NB15, NF-BoT-IoT, and NF-ToN-IoT. The results demonstrate that device address characteristics indeed contain valuable information, proving the potential applicability of the proposed framework. In the binary classification experiments, the Add-EGraphSAGE model within our framework achieved notable improvements on two of the datasets, with an F1-score increase of 0.82% on the NF-BoT-IoT dataset. In multi-class classification experiments, the Add-MLPMixer model in our framework consistently outperformed others, achieving an F1-score improvement of up to 9.13% on the NF-ToN-IoT dataset.",https://link.springer.com/chapter/10.1007/978-3-031-94898-5_45?error=cookies_not_supported&code=7b305598-5564-4538-99d7-c3103f3b7d23,retrieved_source_webpage_metadata,,,"The record proposes or compares a NIDS model on benchmark data, but the title and abstract do not report cross-dataset or domain-shift evaluation, a defined open-set or unseen-attack protocol, calibration or uncertainty assessment, or a concrete deployment-adaptation test.",KLL,exclude_at_title_abstract,no_deployment_relevance,KLL confirmed the advisory recommendation.,not_assigned,,,exclude_at_title_abstract,no_deployment_relevance
TA042,SL003,4,A comprehensive defense approach of deep learning-based NIDS against adversarial attacks,Barik Kousik; Misra Sanjay,2025,10.1007/s11042-025-21008-5,https://link.springer.com/article/10.1007/s11042-025-21008-5,journal-article,Multimedia Tools and Applications,"Abstract Network intrusion detection systems (NIDS) act as a premier defense to protect computer networks from cybersecurity threats. In Adversarial Machine Learning (AML), adversaries aim to deceive Machine Learning (ML) and Deep Learning (DL) models into producing false predictions with deliberately prepared adversarial samples. These intentionally generated adversarial samples have become a significant vulnerability of ML and DL-based systems, posing major challenges for their adoption in real-world, critical applications such as NIDS. In this study, we aim to present a novel hybrid defense model that enhances the performance of DL-based NIDS against adversarial attacks. The MinMaxScaler is used for data normalization. We employed Independent Component Analysis (ICA) for feature extraction and Recursive Feature Elimination (RFE) for feature selection to reduce complexity and overfitting. The proposed model comprises two defense strategies: Projected Gradient Descent (PGD) with a Pigeon-Inspired Optimization Algorithm (PIOA) during the training phase, aiming to enhance the model's ability to distinguish between adversarial examples. Spatial Smoothing (SS) is employed during the testing phase to decrease the potential impact of adversarial noise and sensitivity to minor feature changes. We have implemented three adversarial attack generation methods: Jacobian Saliency Map Attacks (JSMA), Fast Gradient Sign Method (FGSM), and Carlini and Wagner (C&W), and evaluated them in five distinct scenarios. The proposed model demonstrates an accuracy of 99.65%, a recall of 99.87%, an ASR of 1.29%, and a specificity of 99.05%. We further presented the computational efficiency and a hyperparameter sensitivity analysis to validate and assess the model's real-time processing feasibility. The scope of the presented study extends beyond computer security.",https://api.crossref.org/works/10.1007%2Fs11042-025-21008-5,retrieved_crossref_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA043,IX016,,Class Incremental Learning for Network-Agnostic Intrusion Detection Systems,"Cerasuolo, Francesco and Bovenzi, Giampaolo and Montieri, Antonio and Pescapè, Antonio",2025,10.1109/rtsi64020.2025.11212335,https://doi.org/10.1109/RTSI64020.2025.11212335,proceedings-article,2025 IEEE 9th Forum on Research and Technologies for Society and Industry Innovation (RTSI),"The proliferation of Internet of Things (IoT) devices has significantly intensified cybersecurity concerns, highlighting the need for robust, adaptable, and privacy-preserving Network Intrusion Detection Systems (NIDS). A major challenge lies in the heterogeneity of IoT environments, which complicates the generalization of detection models across different network contexts. In this work, we propose a network-agnostic NIDS enhanced through Class Incremental Learning (CIL), allowing the integration of legitimate traffic from different networks without requiring retraining from scratch or exposing sensitive data. Our approach ensures efficient, continuous adaptation to new environments while maintaining strong detection capabilities. To assess the effectiveness of the proposed solution, we evaluate several CIL techniques in two deployment scenarios: within the same network and across different networks. Results show that the best-performing CIL methods perform comparably to an upper-bound model trained from scratch, with minimal knowledge degradation when adapting to previously unseen benign traffic. These findings demonstrate the practicality of CIL-based NIDS for real-world, heterogeneous IoT environments.",local:paper_text/R19.txt,retrieved_local_full_text_explicit_abstract_marker,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA044,SD009,9,An active learning framework using deep Q-network for zero-day attack detection,Yali Wu; Yanghu Hu; Junhu Wang; Mengqi Feng; Ang Dong; Yanxi Yang,2024,10.1016/j.cose.2024.103713,https://www.sciencedirect.com/science/article/pii/S0167404824000142,journal-article,Computers & Security,"Zero-day attacks from highly dynamic and complex cyberspace make severe threats to the existing network intrusion detection systems. Robust and intelligent solutions are required to handle the rapidly evolving threats from internet environment. In this paper, a novel active learning framework based on Deep Q-Network (DQN) is proposed for zero-day attacks detection. The framework is composed of network intrusion detection systems classifier, sample selection strategy and annotator. Deep Q-Network model serves as an intelligent control component to select the zero-day samples for labeling with the probability distribution. Moreover, the Bi-directional Long Short-Term Memory (BiLSTM) network is integrated into DQN model to form the selecting policy to analyze the temporal correlation within the static classification context. Meanwhile, Euclidean distance function is adopted for labeling the selected samples to achieve an accurate labeling result. Two famous datasets named NSL_KDD and UNSW_NB15 in intrusion detection field are tested for evaluate the performance of our proposed framework. Compared to other machine learning methods, the approach proposed in this paper demonstrates better universality and generalizability. This indicates that the method is more capable of reliably identifying and detecting network intrusion behaviors, which holds significant importance for further security research and practical applications.",https://www.sciencedirect.com/science/article/pii/S0167404824000142,retrieved_source_page,DRG019,GS061,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
